No.,Time,Source,Destination,Protocol,Length,Info
2042,1279.415108,192.168.100.119,104.199.64.16,TCP,294,"53540  >  4070 [PSH, ACK] Seq=6229 Ack=10278 Win=131072 Len=228 TSval=752553615 TSecr=229827790"
2043,1279.433846,104.199.64.16,192.168.100.119,TCP,270,"4070  >  53540 [PSH, ACK] Seq=10278 Ack=6457 Win=77824 Len=204 TSval=229827908 TSecr=752553615"
2044,1279.477322,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=6457 Ack=10482 Win=130816 Len=0 TSval=752553675 TSecr=229827908
2045,1279.494561,104.199.64.16,192.168.100.119,TCP,188,"4070  >  53540 [PSH, ACK] Seq=10482 Ack=6457 Win=77824 Len=122 TSval=229827923 TSecr=752553675"
2046,1279.498059,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=6457 Ack=10604 Win=130944 Len=0 TSval=752553696 TSecr=229827923
2047,1279.542036,192.168.100.119,17.173.254.222,UDP,60,16403  >  16384 Len=16
2048,1279.542284,192.168.100.119,17.173.254.222,UDP,60,16403  >  16385 Len=16
2049,1279.542533,192.168.100.119,17.173.254.223,UDP,60,16403  >  16386 Len=16
2050,1279.664215,17.173.254.222,192.168.100.119,UDP,60,16385  >  16403 Len=16
2051,1279.664464,17.173.254.222,192.168.100.119,UDP,60,16384  >  16403 Len=16
2052,1279.667462,192.168.100.119,147.32.82.195,UDP,60,16403  >  16403 Len=16
2053,1279.667712,147.32.82.195,192.168.100.119,ICMP,86,Destination unreachable (Port unreachable)
2054,1279.667715,192.168.100.119,147.32.82.195,UDP,60,16403  >  16403 Len=16
2055,1279.667962,147.32.82.195,192.168.100.119,ICMP,86,Destination unreachable (Port unreachable)
2056,1280.166685,192.168.100.119,104.199.64.16,TCP,172,"53540  >  4070 [PSH, ACK] Seq=6457 Ack=10604 Win=131072 Len=106 TSval=752554363 TSecr=229827923"
2057,1280.18517,104.199.64.16,192.168.100.119,TCP,206,"4070  >  53540 [PSH, ACK] Seq=10604 Ack=6563 Win=77824 Len=140 TSval=229828096 TSecr=752554363"
2058,1280.188667,192.168.100.119,104.199.64.16,TCP,205,"53540  >  4070 [PSH, ACK] Seq=6563 Ack=10744 Win=130880 Len=139 TSval=752554384 TSecr=229828096"
2059,1280.211904,104.199.64.16,192.168.100.119,TCP,272,"4070  >  53540 [PSH, ACK] Seq=10744 Ack=6702 Win=81920 Len=206 TSval=229828102 TSecr=752554384"
2060,1280.25363,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=6702 Ack=10950 Win=130816 Len=0 TSval=752554448 TSecr=229828102
2061,1280.254129,192.168.100.119,104.199.64.16,TCP,195,"53540  >  4070 [PSH, ACK] Seq=6702 Ack=10950 Win=131072 Len=129 TSval=752554449 TSecr=229828102"
2062,1280.272371,104.199.64.16,192.168.100.119,TCP,175,"4070  >  53540 [PSH, ACK] Seq=10950 Ack=6831 Win=81920 Len=109 TSval=229828117 TSecr=752554449"
2063,1280.292858,192.168.100.119,104.199.64.16,TCP,195,"53540  >  4070 [PSH, ACK] Seq=6831 Ack=11059 Win=130944 Len=129 TSval=752554487 TSecr=229828117"
2064,1280.311348,104.199.64.16,192.168.100.119,TCP,175,"4070  >  53540 [PSH, ACK] Seq=11059 Ack=6960 Win=86016 Len=109 TSval=229828127 TSecr=752554487"
2065,1280.316344,192.168.100.119,104.199.64.16,TCP,195,"53540  >  4070 [PSH, ACK] Seq=6960 Ack=11168 Win=130944 Len=129 TSval=752554509 TSecr=229828127"
2066,1280.337332,104.199.64.16,192.168.100.119,TCP,175,"4070  >  53540 [PSH, ACK] Seq=11168 Ack=7089 Win=86016 Len=109 TSval=229828134 TSecr=752554509"
2067,1280.355321,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=7089 Ack=11277 Win=130944 Len=0 TSval=752554547 TSecr=229828134
2068,1280.355821,192.168.100.119,104.199.64.16,TCP,195,"53540  >  4070 [PSH, ACK] Seq=7089 Ack=11277 Win=131072 Len=129 TSval=752554548 TSecr=229828134"
2069,1280.374312,104.199.64.16,192.168.100.119,TCP,175,"4070  >  53540 [PSH, ACK] Seq=11277 Ack=7218 Win=90112 Len=109 TSval=229828143 TSecr=752554548"
2070,1280.377059,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=7218 Ack=11386 Win=130944 Len=0 TSval=752554568 TSecr=229828143
2071,1280.514232,192.168.100.119,104.199.64.16,TCP,219,"53540  >  4070 [PSH, ACK] Seq=7218 Ack=11386 Win=131072 Len=153 TSval=752554705 TSecr=229828143"
2072,1280.532979,104.199.64.16,192.168.100.119,TCP,300,"4070  >  53540 [PSH, ACK] Seq=11386 Ack=7371 Win=94208 Len=234 TSval=229828182 TSecr=752554705"
2073,1280.554209,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=7371 Ack=11620 Win=130816 Len=0 TSval=752554743 TSecr=229828182
2074,1280.685136,192.168.100.119,104.199.64.16,TCP,166,"53540  >  4070 [PSH, ACK] Seq=7371 Ack=11620 Win=131072 Len=100 TSval=752554874 TSecr=229828182"
2075,1280.703874,104.199.64.16,192.168.100.119,TCP,194,"4070  >  53540 [PSH, ACK] Seq=11620 Ack=7471 Win=94208 Len=128 TSval=229828225 TSecr=752554874"
2076,1280.706871,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=7471 Ack=11748 Win=130944 Len=0 TSval=752554894 TSecr=229828225
2077,1280.707371,192.168.100.119,104.199.64.16,TCP,195,"53540  >  4070 [PSH, ACK] Seq=7471 Ack=11748 Win=131072 Len=129 TSval=752554895 TSecr=229828225"
2078,1280.725612,104.199.64.16,192.168.100.119,TCP,175,"4070  >  53540 [PSH, ACK] Seq=11748 Ack=7600 Win=94208 Len=109 TSval=229828231 TSecr=752554895"
2079,1280.749349,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=7600 Ack=11857 Win=130944 Len=0 TSval=752554935 TSecr=229828231
2080,1280.749598,192.168.100.119,104.199.64.16,TCP,201,"53540  >  4070 [PSH, ACK] Seq=7600 Ack=11857 Win=131072 Len=135 TSval=752554936 TSecr=229828231"
2081,1280.768088,104.199.64.16,192.168.100.119,TCP,264,"4070  >  53540 [PSH, ACK] Seq=11857 Ack=7735 Win=98304 Len=198 TSval=229828241 TSecr=752554936"
2082,1280.770835,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=7735 Ack=12055 Win=130816 Len=0 TSval=752554956 TSecr=229828241
2083,1280.771585,192.168.100.119,104.199.64.16,TCP,165,"53540  >  4070 [PSH, ACK] Seq=7735 Ack=12055 Win=131072 Len=99 TSval=752554957 TSecr=229828241"
2084,1280.790076,104.199.64.16,192.168.100.119,TCP,192,"4070  >  53540 [PSH, ACK] Seq=12055 Ack=7834 Win=98304 Len=126 TSval=229828247 TSecr=752554957"
2085,1280.810566,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=7834 Ack=12181 Win=130944 Len=0 TSval=752554994 TSecr=229828247
2086,1280.810813,192.168.100.119,104.199.64.16,TCP,188,"53540  >  4070 [PSH, ACK] Seq=7834 Ack=12181 Win=131072 Len=122 TSval=752554995 TSecr=229828247"
2087,1280.829303,104.199.64.16,192.168.100.119,TCP,238,"4070  >  53540 [PSH, ACK] Seq=12181 Ack=7956 Win=98304 Len=172 TSval=229828257 TSecr=752554995"
2088,1280.832052,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=7956 Ack=12353 Win=130880 Len=0 TSval=752555015 TSecr=229828257
2089,1280.929747,192.168.100.119,104.199.64.16,TCP,195,"53540  >  4070 [PSH, ACK] Seq=7956 Ack=12353 Win=131072 Len=129 TSval=752555113 TSecr=229828257"
2090,1280.947986,104.199.64.16,192.168.100.119,TCP,175,"4070  >  53540 [PSH, ACK] Seq=12353 Ack=8085 Win=98304 Len=109 TSval=229828286 TSecr=752555113"
2091,1280.96048,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=8085 Ack=12462 Win=130944 Len=0 TSval=752555142 TSecr=229828286
2092,1280.974475,fe80::66db:8bff:fe21:4ccf,ff02::fb,MDNS,754,"Standard query response 0x0000 TXT, cache flush PTR _http._tcp.local PTR HIKVISION DS-2CD2020F-I - 154590743._http._tcp.local TXT, cache flush PTR _psia._tcp.local PTR HIKVISION DS-2CD2020F-I - 154590743._psia._tcp.local TXT, cache flush PTR _CGI._tcp.local PTR HIKVISION DS-2CD2020F-I - 154590743._CGI._tcp.local SRV, cache flush 0 0 80 DS-2CD2020F-I20171222AAWR154590743.local SRV, cache flush 0 0 80 DS-2CD2020F-I20171222AAWR154590743.local SRV, cache flush 0 0 80 DS-2CD2020F-I20171222AAWR154590743.local PTR, cache flush DS-2CD2020F-I20171222AAWR154590743.local PTR, cache flush DS-2CD2020F-I20171222AAWR154590743.local A, cache flush 192.168.100.64 AAAA, cache flush fe80::66db:8bff:fe21:4ccf NSEC, cache flush HIKVISION DS-2CD2020F-I - 154590743._http._tcp.local NSEC, cache flush HIKVISION DS-2CD2020F-I - 154590743._psia._tcp.local NSEC, cache flush HIKVISION DS-2CD2020F-I - 154590743._CGI._tcp.local NSEC, cache flush 64.100.168.192.in-addr.arpa NSEC, cache flush F.C.C.4.1.2.E.F.F.F.B.8.B.D.6.6.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush DS-2CD2020F-I20171222AAWR154590743.local"
2093,1281.322275,192.168.100.119,104.199.64.16,TCP,195,"53540  >  4070 [PSH, ACK] Seq=8085 Ack=12462 Win=131072 Len=129 TSval=752555503 TSecr=229828286"
2094,1281.340762,104.199.64.16,192.168.100.119,TCP,175,"4070  >  53540 [PSH, ACK] Seq=12462 Ack=8214 Win=102400 Len=109 TSval=229828384 TSecr=752555503"
2095,1281.366998,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=8214 Ack=12571 Win=130944 Len=0 TSval=752555546 TSecr=229828384
2096,1281.379741,192.168.100.119,104.199.64.16,TCP,195,"53540  >  4070 [PSH, ACK] Seq=8214 Ack=12571 Win=131072 Len=129 TSval=752555559 TSecr=229828384"
2097,1281.39823,104.199.64.16,192.168.100.119,TCP,175,"4070  >  53540 [PSH, ACK] Seq=12571 Ack=8343 Win=106496 Len=109 TSval=229828399 TSecr=752555559"
2098,1281.400728,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=8343 Ack=12680 Win=130944 Len=0 TSval=752555578 TSecr=229828399
2099,1281.43496,192.168.100.119,104.199.64.16,TCP,195,"53540  >  4070 [PSH, ACK] Seq=8343 Ack=12680 Win=131072 Len=129 TSval=752555612 TSecr=229828399"
2100,1281.457447,104.199.64.16,192.168.100.119,TCP,175,"4070  >  53540 [PSH, ACK] Seq=12680 Ack=8472 Win=106496 Len=109 TSval=229828414 TSecr=752555612"
2101,1281.460194,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=8472 Ack=12789 Win=130944 Len=0 TSval=752555636 TSecr=229828414
2102,1281.899198,192.168.100.119,192.168.100.255,UDP,82,57621  >  57621 Len=40
2103,1281.964911,192.168.100.119,192.168.100.1,DNS,75,Standard query 0xad0e A www.meethue.com
2104,1281.965157,192.168.100.119,192.168.100.1,TCP,66,"53531  >  80 [FIN, ACK] Seq=102 Ack=163 Win=131584 Len=0 TSval=752556119 TSecr=36454180"
2105,1281.965406,192.168.100.1,192.168.100.119,TCP,66,80  >  53531 [ACK] Seq=163 Ack=103 Win=14528 Len=0 TSval=36455837 TSecr=752556119
2106,1281.983398,192.168.100.1,192.168.100.119,DNS,91,Standard query response 0xad0e A www.meethue.com A 35.190.18.224
2107,1282.021131,192.168.100.119,35.190.18.224,TCP,78,"53541  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=752556189 TSecr=0 SACK_PERM"
2108,1282.023125,35.190.18.224,192.168.100.119,TCP,74,"443  >  53541 [SYN, ACK] Seq=0 Ack=1 Win=60192 Len=0 MSS=1380 SACK_PERM TSval=1140613661 TSecr=752556189 WS=256"
2109,1282.026123,192.168.100.119,35.190.18.224,TCP,66,53541  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=752556199 TSecr=1140613661
2110,1282.026623,192.168.100.119,35.190.18.224,TLSv1.2,470,Client Hello (SNI=www.meethue.com)
2111,1282.028872,35.190.18.224,192.168.100.119,TCP,66,443  >  53541 [ACK] Seq=1 Ack=405 Win=61440 Len=0 TSval=1140613666 TSecr=752556200
2112,1282.033372,35.190.18.224,192.168.100.119,TLSv1.2,1484,Server Hello
2113,1282.033375,35.190.18.224,192.168.100.119,TCP,448,"[TCP Previous segment not captured] 443  >  53541 [PSH, ACK] Seq=2837 Ack=405 Win=61440 Len=382 TSval=1140613667 TSecr=752556200 [TCP PDU reassembled in 2115], Server Key Exchange, Server Hello Done"
2114,1282.036368,192.168.100.119,35.190.18.224,TCP,78,53541  >  443 [ACK] Seq=405 Ack=1419 Win=129856 Len=0 TSval=752556207 TSecr=1140613667 SLE=2837 SRE=3219
2115,1282.042366,35.190.18.224,192.168.100.119,TCP,1484,[TCP Retransmission] 443  >  53541 [ACK] Seq=1419 Ack=405 Win=61440 Len=1418 TSval=1140613667 TSecr=752556200
2116,1282.047111,192.168.100.119,35.190.18.224,TCP,66,53541  >  443 [ACK] Seq=405 Ack=3219 Win=129216 Len=0 TSval=752556217 TSecr=1140613667
2117,1282.070098,192.168.100.119,35.190.18.224,TLSv1.2,141,Client Key Exchange
2118,1282.072097,192.168.100.119,35.190.18.224,TLSv1.2,72,Change Cipher Spec
2119,1282.072596,192.168.100.119,35.190.18.224,TLSv1.2,111,Encrypted Handshake Message
2120,1282.080593,35.190.18.224,192.168.100.119,TCP,1484,[TCP Spurious Retransmission] 443  >  53541 [ACK] Seq=1419 Ack=405 Win=61440 Len=1418 TSval=1140613679 TSecr=752556207 [TCP PDU reassembled in 2115]
2121,1282.083339,192.168.100.119,35.190.18.224,TCP,78,[TCP Dup ACK 2116#1] 53541  >  443 [ACK] Seq=531 Ack=3219 Win=131072 Len=0 TSval=752556253 TSecr=1140613667 SLE=1419 SRE=2837
2122,1282.11957,35.190.18.224,192.168.100.119,TCP,66,443  >  53541 [ACK] Seq=3219 Ack=486 Win=61440 Len=0 TSval=1140613711 TSecr=752556241
2123,1282.121069,35.190.18.224,192.168.100.119,TLSv1.2,117,"Change Cipher Spec, Encrypted Handshake Message"
2124,1282.123567,192.168.100.119,35.190.18.224,TCP,66,53541  >  443 [ACK] Seq=531 Ack=3270 Win=131008 Len=0 TSval=752556292 TSecr=1140613713
2125,1282.124068,192.168.100.119,35.190.18.224,TLSv1.2,190,Application Data
2126,1282.157799,35.190.18.224,192.168.100.119,TLSv1.2,555,Application Data
2127,1282.173789,192.168.100.119,35.190.18.224,TCP,66,53541  >  443 [ACK] Seq=655 Ack=3759 Win=130560 Len=0 TSval=752556341 TSecr=1140613795
2128,1282.253994,192.168.100.119,104.199.64.16,TCP,195,"53540  >  4070 [PSH, ACK] Seq=8472 Ack=12789 Win=131072 Len=129 TSval=752556417 TSecr=229828414"
2129,1282.272735,104.199.64.16,192.168.100.119,TCP,175,"4070  >  53540 [PSH, ACK] Seq=12789 Ack=8601 Win=110592 Len=109 TSval=229828617 TSecr=752556417"
2130,1282.277231,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=8601 Ack=12898 Win=130944 Len=0 TSval=752556437 TSecr=229828617
2131,1282.36793,192.168.100.119,104.199.64.16,TCP,195,"53540  >  4070 [PSH, ACK] Seq=8601 Ack=12898 Win=131072 Len=129 TSval=752556524 TSecr=229828617"
2132,1282.386419,104.199.64.16,192.168.100.119,TCP,175,"4070  >  53540 [PSH, ACK] Seq=12898 Ack=8730 Win=110592 Len=109 TSval=229828646 TSecr=752556524"
2133,1282.389167,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=8730 Ack=13007 Win=130944 Len=0 TSval=752556543 TSecr=229828646
2134,1282.500604,192.168.100.118,80.211.195.36,NTP,90,"NTP Version 4, client"
2135,1282.823925,192.168.100.119,104.199.64.16,TCP,219,"53540  >  4070 [PSH, ACK] Seq=8730 Ack=13007 Win=131072 Len=153 TSval=752556970 TSecr=229828646"
2136,1282.842661,104.199.64.16,192.168.100.119,TCP,300,"4070  >  53540 [PSH, ACK] Seq=13007 Ack=8883 Win=114688 Len=234 TSval=229828760 TSecr=752556970"
2137,1282.845407,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=8883 Ack=13241 Win=130816 Len=0 TSval=752556998 TSecr=229828760
2138,1283.021564,192.168.100.119,104.199.64.16,TCP,201,"53540  >  4070 [PSH, ACK] Seq=8883 Ack=13241 Win=131072 Len=135 TSval=752557174 TSecr=229828760"
2139,1283.040049,104.199.64.16,192.168.100.119,TCP,264,"4070  >  53540 [PSH, ACK] Seq=13241 Ack=9018 Win=118784 Len=198 TSval=229828809 TSecr=752557174"
2140,1283.043294,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=9018 Ack=13439 Win=130816 Len=0 TSval=752557194 TSecr=229828809
2141,1283.094768,192.168.100.119,104.199.64.16,TCP,198,"53540  >  4070 [PSH, ACK] Seq=9018 Ack=13439 Win=131072 Len=132 TSval=752557244 TSecr=229828809"
2142,1283.113256,104.199.64.16,192.168.100.119,TCP,178,"4070  >  53540 [PSH, ACK] Seq=13439 Ack=9150 Win=118784 Len=112 TSval=229828828 TSecr=752557244"
2143,1283.132745,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=9150 Ack=13551 Win=130944 Len=0 TSval=752557282 TSecr=229828828
2144,1283.197458,192.168.100.119,104.199.64.16,TCP,201,"53540  >  4070 [PSH, ACK] Seq=9150 Ack=13551 Win=131072 Len=135 TSval=752557345 TSecr=229828828"
2145,1283.215949,104.199.64.16,192.168.100.119,TCP,264,"4070  >  53540 [PSH, ACK] Seq=13551 Ack=9285 Win=122880 Len=198 TSval=229828853 TSecr=752557345"
2146,1283.218695,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=9285 Ack=13749 Win=130816 Len=0 TSval=752557367 TSecr=229828853
2147,1283.318891,192.168.100.119,104.199.64.16,TCP,201,"53540  >  4070 [PSH, ACK] Seq=9285 Ack=13749 Win=131072 Len=135 TSval=752557467 TSecr=229828853"
2148,1283.33738,104.199.64.16,192.168.100.119,TCP,264,"4070  >  53540 [PSH, ACK] Seq=13749 Ack=9420 Win=122880 Len=198 TSval=229828884 TSecr=752557467"
2149,1283.338877,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=9420 Ack=13947 Win=130816 Len=0 TSval=752557486 TSecr=229828884
2150,1283.401842,192.168.100.119,104.199.64.16,TCP,195,"53540  >  4070 [PSH, ACK] Seq=9420 Ack=13947 Win=131072 Len=129 TSval=752557514 TSecr=229828884"
2151,1283.421831,104.199.64.16,192.168.100.119,TCP,175,"4070  >  53540 [PSH, ACK] Seq=13947 Ack=9549 Win=126976 Len=109 TSval=229828905 TSecr=752557514"
2152,1283.433823,192.168.100.119,104.199.64.16,TCP,201,"53540  >  4070 [PSH, ACK] Seq=9549 Ack=14056 Win=130944 Len=135 TSval=752557577 TSecr=229828905"
2153,1283.452564,104.199.64.16,192.168.100.119,TCP,264,"4070  >  53540 [PSH, ACK] Seq=14056 Ack=9684 Win=131072 Len=198 TSval=229828912 TSecr=752557577"
2154,1283.455311,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=9684 Ack=14254 Win=130816 Len=0 TSval=752557599 TSecr=229828912
2155,1283.501787,192.168.100.118,185.189.115.149,NTP,90,"NTP Version 4, client"
2156,1283.52977,185.189.115.149,192.168.100.118,NTP,90,"NTP Version 4, server"
2157,1283.551758,192.168.100.119,104.199.64.16,TCP,198,"53540  >  4070 [PSH, ACK] Seq=9684 Ack=14254 Win=131072 Len=132 TSval=752557693 TSecr=229828912"
2158,1283.569997,104.199.64.16,192.168.100.119,TCP,178,"4070  >  53540 [PSH, ACK] Seq=14254 Ack=9816 Win=131072 Len=112 TSval=229828942 TSecr=752557693"
2159,1283.572744,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=9816 Ack=14366 Win=130944 Len=0 TSval=752557715 TSecr=229828942
2160,1283.613722,192.168.100.119,104.199.64.16,TCP,201,"53540  >  4070 [PSH, ACK] Seq=9816 Ack=14366 Win=131072 Len=135 TSval=752557748 TSecr=229828942"
2161,1283.632461,104.199.64.16,192.168.100.119,TCP,264,"4070  >  53540 [PSH, ACK] Seq=14366 Ack=9951 Win=135168 Len=198 TSval=229828957 TSecr=752557748"
2162,1283.635209,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=9951 Ack=14564 Win=130816 Len=0 TSval=752557776 TSecr=229828957
2163,1283.7409,192.168.100.119,104.199.64.16,TCP,201,"53540  >  4070 [PSH, ACK] Seq=9951 Ack=14564 Win=131072 Len=135 TSval=752557872 TSecr=229828957"
2164,1283.759389,104.199.64.16,192.168.100.119,TCP,264,"4070  >  53540 [PSH, ACK] Seq=14564 Ack=10086 Win=135168 Len=198 TSval=229828989 TSecr=752557872"
2165,1283.762387,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=10086 Ack=14762 Win=130816 Len=0 TSval=752557902 TSecr=229828989
2166,1284.049732,192.168.100.119,104.199.64.16,TCP,181,"53540  >  4070 [PSH, ACK] Seq=10086 Ack=14762 Win=131072 Len=115 TSval=752558189 TSecr=229828989"
2167,1284.067964,104.199.64.16,192.168.100.119,TCP,161,"4070  >  53540 [PSH, ACK] Seq=14762 Ack=10201 Win=135168 Len=95 TSval=229829066 TSecr=752558189"
2168,1284.072961,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=10201 Ack=14857 Win=130944 Len=0 TSval=752558211 TSecr=229829066
2169,1284.143671,192.168.100.119,104.199.64.16,TCP,201,"53540  >  4070 [PSH, ACK] Seq=10201 Ack=14857 Win=131072 Len=135 TSval=752558281 TSecr=229829066"
2170,1284.162411,104.199.64.16,192.168.100.119,TCP,264,"4070  >  53540 [PSH, ACK] Seq=14857 Ack=10336 Win=139264 Len=198 TSval=229829090 TSecr=752558281"
2171,1284.165158,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=10336 Ack=15055 Win=130816 Len=0 TSval=752558301 TSecr=229829090
2172,1284.231871,192.168.100.119,104.199.64.16,TCP,201,"53540  >  4070 [PSH, ACK] Seq=10336 Ack=15055 Win=131072 Len=135 TSval=752558367 TSecr=229829090"
2173,1284.25036,104.199.64.16,192.168.100.119,TCP,264,"4070  >  53540 [PSH, ACK] Seq=15055 Ack=10471 Win=143360 Len=198 TSval=229829112 TSecr=752558367"
2174,1284.256107,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=10471 Ack=15253 Win=130816 Len=0 TSval=752558389 TSecr=229829112
2175,1284.530705,192.168.100.118,88.208.76.68,NTP,90,"NTP Version 4, client"
2176,1284.534949,88.208.76.68,192.168.100.118,NTP,90,"NTP Version 4, server"
2177,1285.19658,192.168.100.119,104.199.64.16,TCP,195,"53540  >  4070 [PSH, ACK] Seq=10471 Ack=15253 Win=131072 Len=129 TSval=752559305 TSecr=229829112"
2178,1285.215063,104.199.64.16,192.168.100.119,TCP,175,"4070  >  53540 [PSH, ACK] Seq=15253 Ack=10600 Win=143360 Len=109 TSval=229829353 TSecr=752559305"
2179,1285.21906,192.168.100.119,104.199.64.16,TCP,201,"53540  >  4070 [PSH, ACK] Seq=10600 Ack=15362 Win=130944 Len=135 TSval=752559346 TSecr=229829353"
2180,1285.23755,104.199.64.16,192.168.100.119,TCP,264,"4070  >  53540 [PSH, ACK] Seq=15362 Ack=10735 Win=147456 Len=198 TSval=229829359 TSecr=752559346"
2181,1285.262786,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=10735 Ack=15560 Win=130816 Len=0 TSval=752559369 TSecr=229829359
2182,1285.51864,192.168.100.119,104.199.64.16,TCP,201,"53540  >  4070 [PSH, ACK] Seq=10735 Ack=15560 Win=131072 Len=135 TSval=752559639 TSecr=229829359"
2183,1285.539379,104.199.64.16,192.168.100.119,TCP,264,"4070  >  53540 [PSH, ACK] Seq=15560 Ack=10870 Win=147456 Len=198 TSval=229829434 TSecr=752559639"
2184,1285.542376,192.168.100.119,104.199.64.16,TCP,195,"53540  >  4070 [PSH, ACK] Seq=10870 Ack=15758 Win=130816 Len=129 TSval=752559665 TSecr=229829434"
2185,1285.560616,104.199.64.16,192.168.100.119,TCP,175,"4070  >  53540 [PSH, ACK] Seq=15758 Ack=10999 Win=151552 Len=109 TSval=229829439 TSecr=752559665"
2186,1285.572359,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=10999 Ack=15867 Win=130944 Len=0 TSval=752559695 TSecr=229829439
2187,1285.607839,192.168.100.119,104.199.64.16,TCP,195,"53540  >  4070 [PSH, ACK] Seq=10999 Ack=15867 Win=131072 Len=129 TSval=752559730 TSecr=229829439"
2188,1285.626329,104.199.64.16,192.168.100.119,TCP,175,"4070  >  53540 [PSH, ACK] Seq=15867 Ack=11128 Win=155648 Len=109 TSval=229829456 TSecr=752559730"
2189,1285.632075,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=11128 Ack=15976 Win=130944 Len=0 TSval=752559752 TSecr=229829456
2190,1285.666557,192.168.100.119,192.168.100.1,DNS,77,Standard query 0x8c5b A api.amplitude.com
2191,1285.668804,192.168.100.1,192.168.100.119,DNS,205,Standard query response 0x8c5b A api.amplitude.com A 54.148.237.63 A 54.191.182.133 A 54.187.220.255 A 52.40.78.111 A 54.200.169.1 A 52.43.27.9 A 52.41.172.254 A 52.88.235.255
2192,1285.672553,192.168.100.119,54.148.237.63,TCP,78,"58734  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=128 TSval=752830554 TSecr=0 SACK_PERM"
2193,1285.799231,192.168.100.119,54.191.182.133,TCP,78,"58735  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=128 TSval=752830658 TSecr=0 SACK_PERM"
2194,1285.814472,192.168.100.119,104.199.64.16,TCP,201,"53540  >  4070 [PSH, ACK] Seq=11128 Ack=15976 Win=131072 Len=135 TSval=752559934 TSecr=229829456"
2195,1285.833212,104.199.64.16,192.168.100.119,TCP,264,"4070  >  53540 [PSH, ACK] Seq=15976 Ack=11263 Win=155648 Len=198 TSval=229829508 TSecr=752559934"
2196,1285.856198,192.168.100.119,104.199.64.16,TCP,66,53540  >  4070 [ACK] Seq=11263 Ack=16174 Win=130816 Len=0 TSval=752559972 TSecr=229829508
2197,1285.873939,54.148.237.63,192.168.100.119,TCP,74,"443  >  58734 [SYN, ACK, ECE] Seq=0 Ack=1 Win=26847 Len=0 MSS=1460 SACK_PERM TSval=3306539905 TSecr=752830554 WS=256"
2198,1285.876935,192.168.100.119,54.148.237.63,TCP,66,58734  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=752830756 TSecr=3306539905
2199,1285.878684,192.168.100.119,54.148.237.63,TLSv1.2,296,Client Hello (SNI=api.amplitude.com)
2200,1285.929159,192.168.100.119,104.199.64.16,TCP,201,"53540  >  4070 [PSH, ACK] Seq=11263 Ack=16174 Win=131072 Len=135 TSval=752560016 TSecr=229829508"
